CreditScore,AnnualIncome,LoanAmount,LoanDuration,Age,EmploymentStatus,MaritalStatus,NumberOfDependents,EducationLevel,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,InterestRate,PaymentHistory,SavingsAccountBalance,CheckingAccountBalance,InvestmentAccountBalance,RetirementAccountBalance,EmergencyFundBalance,TotalAssets,TotalLiabilities,NetWorth,LengthOfCreditHistory,MortgageBalance,RentPayments,AutoLoanBalance,PersonalLoanBalance,StudentLoanBalance,UtilityBillsPaymentHistory,HealthInsuranceStatus,LifeInsuranceStatus,CarInsuranceStatus,HomeInsuranceStatus,OtherInsurancePolicies,EmployerType,JobTenure,MonthlySavings,AnnualBonuses,AnnualExpenses,MonthlyHousingCosts,MonthlyTransportationCosts,MonthlyFoodCosts,MonthlyHealthcareCosts,MonthlyEntertainmentCosts,LoanApproved
477,39344.0,22804.0,10.8,52,Self-Employed,Married,2,Associate,Other,366,0.2656103119772862,6,9,0.7081770756186982,0,Other,0,0.06071011103008,14,1000,2728,6490,3024,3194,112200,34542,53356,27,140463,1188,10863.0,5171,10675.0,0.8227954854949032,Insured,Insured,Uninsured,Insured,3,Other,23,118,2378,29037,153,216,383,198,60,0
595,34490.4,14101.0,0.9,54,Self-Employed,Single,4,Master,Mortgage,670,0.723982771172722,0,2,0.4629132287260943,0,Home,0,0.2702649281844733,15,7455,807,7427,26761,5031,89510,55040,115970,4,204592,672,4785.0,2385,32364.0,0.8255155709203525,Insured,Uninsured,Uninsured,Uninsured,3,Self-Employed,0,536,5392,44395,422,556,634,175,111,0
652,46425.600000000006,17188.0,9.9,48,Self-Employed,Divorced,0,Bachelor,Mortgage,289,0.5556413178147741,2,1,0.2046263766332139,0,Auto,0,0.0579022165997602,18,1121,2385,11642,31459,2696,52728,60627,32956,8,159792,817,11013.0,4633,8448.0,0.66303219187916,Insured,Uninsured,Uninsured,Insured,4,Public,1,679,8649,15808,391,333,410,213,164,0
773,60452.0,14957.44,6.0,57,Employed,Widowed,1,High School,Mortgage,775,0.3664469078170435,12,3,0.2048079689344047,0,Auto,0,0.1178042544788179,2,1316,3770,5094,41857,890,104999,25362,43717,15,161362,1032,10897.081797778772,6083,21781.10252928044,0.1285112260050893,Insured,Uninsured,Insured,Uninsured,3,Public,37,647,3394,46698,1128,73,373,394,50,1
682,64916.0,20402.0,14.4,39,Unemployed,Divorced,3,Master,Mortgage,332,0.0192258357023206,9,3,0.3576452764524664,0,Debt Consolidation,0,0.1810332548328697,10,5506,1924,-13,19467,4012,100599,51451,96482,0,192708,1154,9969.0,5396,19370.0,0.4474312908729571,Insured,Insured,Uninsured,Insured,3,Other,2,682,5837,19146,805,373,100,155,189,0
669,50359.2,20645.0,5.4,41,Unemployed,Single,3,Bachelor,Mortgage,397,0.3271613409333384,13,7,0.3190829229681462,0,Other,0,0.1320867354578336,29,1189,3258,18657,-3509,3726,128851,63966,71422,8,157314,1103,7840.0,5618,23486.0,0.180775745547844,Uninsured,Uninsured,Uninsured,Insured,3,Other,7,263,2962,26422,1691,139,907,244,116,0
769,42943.0,19783.040000000005,6.0,42,Employed,Widowed,4,Associate,Other,541,0.1288762700519331,7,9,0.2292603589741614,0,Other,0,0.235297245319576,7,6133,1676,5766,30408,1588,73571,37520,22449,5,148421,855,9711.455224544436,1815,1644.5698156987864,0.3797084768993515,Insured,Uninsured,Uninsured,Insured,3,Private,2,469,2255,28694,1298,214,181,313,135,1
493,35375.200000000004,18097.0,18.9,38,Self-Employed,Divorced,2,High School,Rent,486,0.903916569789148,14,3,0.6355518027030015,0,Education,0,0.2185910454131552,1,6417,2698,12080,28454,-1103,143863,41657,42222,20,96612,1294,2681.0,3799,9080.0,0.7615290504214903,Insured,Uninsured,Insured,Uninsured,0,Self-Employed,10,136,5135,32039,1009,266,501,-59,114,0
768,42092.8,16627.0,10.8,45,Unemployed,Single,4,Doctorate,Mortgage,468,0.7071451220877204,0,1,0.27725926001328,0,Home,0,0.1056909863816481,16,3852,2327,9302,29187,1929,-2364,37637,64466,24,208568,1138,14576.0,1989,22383.0,0.6311320437032908,Uninsured,Uninsured,Uninsured,Insured,2,Other,10,30,4903,5685,18,162,606,189,115,0
339,59108.0,16820.0,8.1,46,Employed,Divorced,3,Master,Mortgage,679,0.687492965569586,8,5,0.71300742810764,0,Home,0,0.0920430615474725,15,6480,1871,15889,11403,6019,46244,42565,61959,21,45388,455,4315.0,4347,-5962.0,0.8311337896733059,Insured,Uninsured,Uninsured,Insured,2,Other,22,238,9981,23662,1301,609,467,49,99,0
619,42448.8,20807.0,1.8,56,Employed,Widowed,3,Bachelor,Other,353,0.5441644275324932,5,0,0.1893286097472901,0,Other,0,0.2231394791638129,10,7952,3898,10088,16693,5840,165403,12744,53780,16,161411,1010,12918.0,2269,19346.0,0.4018681573494036,Uninsured,Insured,Uninsured,Uninsured,0,Private,15,370,2369,35219,1410,385,651,308,84,0
651,51329.600000000006,27884.0,2.7,61,Self-Employed,Single,1,Doctorate,Own,418,0.4158355333683486,14,9,0.8323680691959642,0,Other,0,0.0119730351335772,4,6621,2059,6432,37519,6138,105646,60368,43840,26,250071,352,11071.0,3698,28683.0,0.4551377458566182,Insured,Uninsured,Uninsured,Uninsured,1,Public,14,311,7147,34249,840,356,297,150,188,0
844,63078.0,15042.56,13.0,39,Unemployed,Married,4,Master,Other,341,0.0079779516539566,0,1,0.2107196249299828,0,Other,0,0.2447491705349768,9,6945,4386,19117,34674,4445,21239,11221,82032,7,187908,611,9765.620905555144,6350,7333.381744130887,0.4821115613432081,Insured,Uninsured,Uninsured,Insured,3,Other,15,-74,5320,39687,766,153,89,12,67,1
755,38764.8,12112.0,13.5,40,Employed,Single,2,Associate,Other,637,0.1345477111789549,14,3,0.3230756762052339,0,Other,0,0.0119913442225172,26,3360,431,6620,37325,2014,96984,40519,59765,12,153852,685,10996.0,5773,22549.0,0.1485995001842395,Uninsured,Insured,Uninsured,Uninsured,4,Other,17,180,7920,16236,996,178,221,239,116,0
794,65517.0,8231.04,9.0,54,Self-Employed,Divorced,2,Doctorate,Other,326,0.3037208101574191,12,8,0.687040832677087,0,Debt Consolidation,0,0.0663419531108154,29,4495,2527,12851,32648,2544,103503,11206,30658,10,84758,1019,7219.833898051977,8014,12852.837972393154,0.2806792869931462,Insured,Uninsured,Insured,Insured,3,Public,36,598,5907,26270,1413,259,693,120,27,1
458,44529.600000000006,19060.0,9.0,46,Unemployed,Divorced,4,Bachelor,Mortgage,597,0.1276704672257196,2,7,0.2737641177544169,0,Auto,0,0.1848757621337095,8,8402,1961,8398,42326,1340,58210,56713,29580,25,160749,1357,8828.0,6280,30844.0,0.2431053584041069,Insured,Insured,Insured,Uninsured,0,Private,0,338,4879,44243,1328,204,323,273,106,0
308,37492.8,10133.0,21.6,41,Unemployed,Married,3,Associate,Rent,349,0.4159308946392211,3,6,0.4712973094133984,0,Other,0,0.077962311102229,20,7952,3791,5694,24967,3049,108650,62791,31707,5,214420,887,13277.0,9224,28548.0,0.2996869918340942,Insured,Insured,Uninsured,Insured,4,Private,19,452,4050,31149,1230,97,210,36,96,0
504,49089.0,12053.760000000002,9.0,55,Unemployed,Widowed,3,Doctorate,Own,288,0.4886036731517504,13,1,0.1007413569394432,0,Auto,0,0.1172865777882877,18,2115,2280,8268,37947,2518,190634,33255,29150,26,191340,772,9850.630932696946,6025,14395.93433137861,0.7208602370214524,Uninsured,Uninsured,Insured,Uninsured,2,Self-Employed,19,400,5470,13433,983,534,268,101,159,1
404,39492.0,16587.0,5.4,31,Self-Employed,Married,2,Doctorate,Rent,379,0.036271289138127,0,6,0.2172276129823241,0,Home,0,0.0766121584037106,26,7177,3340,9085,31253,5359,135691,96207,51961,12,98122,867,13271.0,2314,26531.0,0.6587616354359186,Uninsured,Insured,Insured,Uninsured,0,Private,8,505,3486,42547,1048,84,824,292,93,0
431,43116.8,27462.0,14.4,47,Unemployed,Single,0,Master,Other,669,0.9038083927614884,8,6,0.3229382365486751,0,Other,0,0.010934074302798,26,9045,3527,8730,34670,7484,152913,55629,86201,13,148887,1351,9808.0,5638,18850.0,0.8138244771445633,Insured,Uninsured,Uninsured,Uninsured,2,Public,12,482,6330,8422,790,241,154,170,137,0
638,60791.0,8936.960000000001,14.0,50,Self-Employed,Single,2,Master,Mortgage,836,0.9554976419369924,2,9,0.5324064286006064,0,Debt Consolidation,0,0.2453689168490231,3,8599,1121,13931,36756,2880,138385,62410,10500,8,101079,1147,8538.61777043763,3437,4892.420247468177,0.2519821975548959,Uninsured,Insured,Insured,Uninsured,2,Public,24,616,4233,32150,1232,372,426,-53,240,1
798,74393.0,14471.680000000002,4.0,54,Employed,Single,2,Bachelor,Mortgage,579,0.9196207525087742,8,7,0.2754137191171226,0,Auto,0,0.1551337032474281,26,4551,1680,6316,30727,3715,59245,-1635,14699,6,207640,974,13120.8839237183,6866,11246.058271608295,0.041409399188877,Uninsured,Insured,Uninsured,Insured,1,Private,28,753,4630,29891,1426,380,520,124,82,1
325,57128.0,25154.0,1.8,60,Self-Employed,Widowed,2,Associate,Other,684,0.6189465857381227,2,3,0.6607230919562901,0,Debt Consolidation,0,0.2318442274337258,29,5410,3622,9252,38135,5685,58294,61173,12770,3,151936,999,11208.0,3002,16042.0,0.9585468947763196,Uninsured,Uninsured,Uninsured,Insured,0,Other,25,705,7663,28712,930,179,391,230,72,0
398,50695.2,22849.0,5.4,59,Unemployed,Married,4,Master,Mortgage,750,0.2149823947483832,14,5,0.0095213841147847,0,Auto,0,0.2705090008849325,16,6401,1630,3885,11006,3293,83704,61816,35841,14,150758,1420,5742.0,4197,18772.0,0.693547785249514,Uninsured,Insured,Uninsured,Insured,0,Self-Employed,33,973,4909,41654,847,447,457,369,139,0
626,64605.0,9882.88,14.0,37,Employed,Widowed,2,Bachelor,Other,225,0.3579713484890471,14,3,0.7006512577046929,0,Auto,0,0.0416019528092733,29,2787,616,16023,42723,2688,77169,8396,45448,7,201041,998,12135.369449773516,7285,15479.250958911258,0.3019175053130958,Uninsured,Insured,Insured,Uninsured,0,Self-Employed,10,597,2961,49397,1475,380,459,291,118,1
443,49525.600000000006,21580.0,9.0,53,Unemployed,Married,1,High School,Mortgage,786,0.879791569236929,10,2,0.5513767339276292,0,Debt Consolidation,0,0.257181559045635,7,6378,1634,503,21939,3999,108679,29586,55560,7,134504,899,9347.0,4885,26764.0,0.3806901495720165,Uninsured,Insured,Uninsured,Insured,3,Public,14,432,3328,40706,839,344,488,317,31,0
459,45808.8,9876.0,16.2,43,Unemployed,Divorced,1,Associate,Own,560,0.1916911083878903,4,1,0.4391734692502135,0,Debt Consolidation,0,0.1352069548831981,25,8034,2390,6512,31629,959,3179,70498,28484,6,164185,1099,3952.0,2275,15385.0,0.5183115639787688,Uninsured,Insured,Insured,Insured,3,Other,11,523,5719,13226,963,430,364,269,74,0
447,50227.2,18295.0,1.8,62,Self-Employed,Single,2,Master,Mortgage,679,0.7562564417746565,3,7,0.3394865702388375,0,Other,0,0.0202436231627078,4,2536,2030,9596,13741,3463,133098,93734,44858,27,157341,886,12166.0,2624,3080.0,0.912819966461184,Insured,Insured,Uninsured,Insured,2,Public,30,119,5837,27138,102,4,695,106,-33,0
496,42288.8,19663.0,0.9,45,Unemployed,Widowed,2,Associate,Rent,621,0.6716967914131714,2,6,0.9191296423105352,0,Home,0,0.0428457146459067,12,13711,2380,10340,15379,3853,92927,85630,64325,27,23257,1004,16760.0,4599,19259.0,0.8028150368519663,Uninsured,Insured,Insured,Insured,3,Private,18,401,5959,13192,1247,445,329,138,81,0
501,32762.4,13400.0,9.9,38,Unemployed,Widowed,2,High School,Own,651,0.2583035363702755,5,9,0.3478697782066273,0,Home,0,0.047193052713787,10,9210,3027,7136,44510,4085,33182,77444,38278,16,191657,937,6568.0,6587,22287.0,0.4504331720084713,Uninsured,Uninsured,Uninsured,Insured,3,Public,11,606,6789,30520,858,339,619,206,83,0
788,44975.2,15041.0,9.9,46,Unemployed,Married,4,Master,Mortgage,506,0.8153314772304423,13,7,0.3870410061547497,0,Other,0,0.1505361357154875,22,5697,1832,6006,12822,4415,152275,56662,56308,18,143812,1028,9585.0,5258,9470.0,0.7123707726074692,Uninsured,Uninsured,Uninsured,Insured,1,Self-Employed,1,-237,4794,599,107,452,366,163,96,0
447,48997.600000000006,24394.0,9.0,42,Self-Employed,Divorced,3,Associate,Rent,814,0.0690326024908511,14,6,0.4421904142148589,0,Auto,0,0.2290815627423043,5,915,2708,13034,1991,4461,119812,20953,-2869,0,114184,699,12541.0,5426,20794.0,0.3495900927116513,Insured,Uninsured,Uninsured,Insured,3,Public,16,393,7081,10237,1396,603,441,252,116,0
844,72177.6,15039.0,0.9,52,Self-Employed,Widowed,2,High School,Mortgage,561,0.942598018227165,6,9,0.4269240245966897,0,Auto,0,0.1891158531179623,1,1005,649,9838,17476,1044,84212,67204,17757,13,102279,1755,9934.0,5005,23514.0,0.1537051812498312,Insured,Insured,Insured,Uninsured,1,Self-Employed,6,429,6242,26261,412,161,431,202,98,0
627,27393.6,14599.0,0.9,62,Self-Employed,Single,3,Bachelor,Own,311,0.4088524052993507,9,1,0.8261743614143254,0,Other,0,0.0616961582415609,6,3613,2711,7318,34479,2762,57857,29611,94945,1,142399,1286,14645.0,4724,6163.0,0.4046694838710633,Uninsured,Insured,Insured,Insured,0,Other,5,540,1689,29441,563,410,348,136,88,0
513,67515.0,16256.0,9.0,54,Self-Employed,Divorced,4,Bachelor,Other,411,0.5256646899164484,13,8,0.2998395826633632,0,Home,0,0.0185575853630729,2,-900,1101,7848,36782,3959,218267,33544,70751,2,192561,758,8786.124840611548,4406,2553.632024461648,0.395985122847879,Uninsured,Insured,Insured,Uninsured,4,Public,7,686,2557,31280,985,413,786,183,148,1
676,59017.0,11383.68,10.0,47,Self-Employed,Divorced,0,Master,Rent,430,0.7321203120603827,0,6,0.352730901532434,0,Auto,0,0.1062888865859566,21,3885,2129,8417,35554,3970,5946,7534,67130,2,137157,616,663.5295923811444,5528,9457.326165682298,0.8567845685613419,Uninsured,Insured,Insured,Insured,2,Self-Employed,14,906,4648,22948,1121,-11,285,425,151,1
303,35746.4,18461.0,8.1,24,Self-Employed,Married,2,Associate,Other,432,0.190195533217758,2,0,0.5837261061470601,0,Auto,0,0.1212399750072066,29,7073,2833,39,15105,2072,41507,51505,84964,0,179190,1263,16662.0,6289,12521.0,0.7243044279806792,Uninsured,Uninsured,Insured,Uninsured,4,Self-Employed,2,1104,5689,43550,1307,401,288,69,132,0
517,31368.0,21021.0,1.8,54,Self-Employed,Widowed,3,Doctorate,Other,606,0.9366412745355877,5,3,0.80995121523835,0,Auto,0,0.1324747904052084,6,5400,1945,6770,18617,-1161,63074,37149,27260,20,139650,489,10954.0,3161,14396.0,0.7399333502094373,Uninsured,Insured,Uninsured,Uninsured,4,Other,31,336,3111,29056,585,284,190,131,153,0
376,50711.2,10150.0,2.7,59,Employed,Widowed,3,Associate,Mortgage,382,0.6298119040851856,5,3,0.925645837953723,0,Debt Consolidation,0,0.2154606256401806,24,7709,2162,5397,35931,2295,58345,73443,16027,26,128938,780,2653.0,6206,13098.0,0.6036570839165217,Uninsured,Insured,Uninsured,Uninsured,4,Other,12,282,4569,27128,1503,421,722,308,167,0
695,64494.4,18407.0,10.8,45,Unemployed,Widowed,4,High School,Other,451,0.1238837977999868,2,6,0.546739653551942,0,Other,0,0.2502791630515324,2,5689,-71,7297,44078,698,67977,59064,52102,3,142461,1493,10688.0,7707,9667.0,0.7788292592899527,Uninsured,Insured,Uninsured,Uninsured,0,Other,1,146,5408,29375,1445,215,386,213,60,0
617,25986.4,27649.0,19.8,39,Self-Employed,Married,1,Master,Mortgage,230,0.6362221207664895,6,4,0.8403403243602664,0,Other,0,0.236379369420272,24,1200,655,7420,46407,5321,57800,36062,54117,6,129753,1518,14068.0,2845,21159.0,0.4982055415371306,Insured,Uninsured,Insured,Uninsured,1,Private,17,711,3667,12470,1371,161,618,216,203,0
372,63332.8,29085.0,8.1,55,Self-Employed,Married,3,Bachelor,Other,737,0.1916153591983099,2,9,0.7272247665572135,0,Auto,0,0.1168389985747193,20,3908,3272,12888,43913,4209,81994,68536,37153,7,154908,1355,14408.0,3867,37632.0,0.992445774676322,Uninsured,Insured,Uninsured,Insured,0,Public,11,105,6907,28396,1152,515,618,-3,65,0
490,50261.600000000006,23578.0,5.4,51,Self-Employed,Married,3,Master,Mortgage,424,0.4472092965586602,9,4,0.178327621920654,1,Home,0,0.2032326402454112,5,9231,1320,11906,15211,6071,99027,61020,113683,0,79692,1327,7609.0,3774,17857.0,0.1947473724915102,Uninsured,Insured,Insured,Insured,2,Private,15,998,2613,23434,540,481,384,230,122,0
762,72514.0,12830.72,19.0,48,Self-Employed,Divorced,3,Associate,Other,321,0.6283639367436831,7,8,0.6563147663233713,0,Debt Consolidation,0,0.0291781902995781,1,7287,3893,9950,17049,1528,123619,25373,50404,22,91852,1159,8850.822737374336,7249,15796.268034022556,0.6062080045508469,Insured,Insured,Insured,Uninsured,4,Other,20,1178,4830,11411,936,394,166,33,76,1
349,48415.2,15257.0,8.1,56,Employed,Divorced,4,High School,Mortgage,548,0.8140725675103379,12,8,0.0815700221864971,0,Other,0,0.2230025345551817,23,2349,899,15002,37453,1770,16376,38716,66684,14,142949,835,8424.0,5589,22039.0,0.2734529359970198,Uninsured,Uninsured,Uninsured,Insured,1,Public,33,338,5022,20267,644,296,402,171,109,0
335,55388.8,23920.0,22.5,29,Self-Employed,Widowed,2,Bachelor,Mortgage,447,0.8303419974419365,14,8,0.7740478096477752,0,Debt Consolidation,0,0.2992852061721564,27,435,2933,13868,39550,3468,56447,4759,69215,4,160389,752,9396.0,6275,23874.0,0.9562714435269184,Insured,Insured,Uninsured,Insured,2,Public,5,1105,5391,16251,909,183,345,165,79,0
669,31409.6,15466.0,16.2,40,Employed,Widowed,4,Doctorate,Mortgage,187,0.132961350638845,12,8,0.4073529103824628,0,Home,0,0.0335468555462361,12,4840,1486,7952,35672,3252,19506,29218,9778,22,136322,1111,11809.0,6616,28610.0,0.4169185967221526,Uninsured,Insured,Insured,Uninsured,2,Other,4,829,4778,14873,1637,206,538,248,102,0
322,56716.8,25366.0,0.9,53,Self-Employed,Divorced,1,Master,Other,244,0.0417743534950348,4,6,0.7617945270311872,0,Other,0,0.0485203492980511,20,2262,2388,15376,58160,1806,119246,34768,17692,13,59426,1519,8249.0,3624,16551.0,0.2941436073904034,Uninsured,Insured,Uninsured,Insured,4,Public,27,-33,3704,17253,814,235,470,124,70,0
712,73366.0,14512.64,15.0,45,Unemployed,Divorced,1,Master,Other,350,0.6674784056293298,14,6,0.6362181135670484,0,Home,0,0.2601933842589345,16,-772,2221,4107,32774,2474,47112,72041,72389,21,116753,1135,13376.666306268857,7053,21849.68458967979,0.9420163247577744,Uninsured,Uninsured,Uninsured,Uninsured,2,Private,5,217,4542,39789,1022,171,286,270,102,1
654,23347.2,20572.0,14.4,36,Unemployed,Widowed,0,Master,Other,410,0.5812166113453323,5,5,0.7733971073880279,0,Auto,0,0.1928042685818441,6,-182,3087,8885,12530,3062,26840,17121,93351,11,79980,1402,6300.0,1843,10160.0,0.1382874367527298,Uninsured,Insured,Insured,Insured,1,Private,2,450,3854,47994,1391,628,368,400,56,0
721,41014.0,16492.8,4.0,53,Self-Employed,Divorced,3,Bachelor,Mortgage,116,0.3443934784499161,3,1,0.636435932449164,0,Other,0,0.2185034362703936,8,2861,2437,12245,24766,2940,40693,18090,96184,26,150365,836,159.48783853152224,6011,26297.72107843787,0.3039112053816748,Insured,Insured,Insured,Insured,2,Private,6,213,5228,41763,1109,427,266,118,120,1
546,47349.0,9049.6,27.0,29,Self-Employed,Widowed,0,Doctorate,Rent,298,0.0114849827037033,5,3,0.5976045269432072,0,Education,0,0.253764442755045,29,7742,3507,4298,19659,5514,182192,22668,79094,1,145915,1471,8540.874673813076,1800,10973.829480839431,0.4297841336152007,Insured,Insured,Uninsured,Insured,0,Public,4,381,3843,23357,1881,425,456,118,157,1
381,42312.8,15107.0,7.2,46,Self-Employed,Divorced,1,Bachelor,Own,281,0.2779609956919472,8,6,0.0899544116624733,0,Other,0,0.2988445759213607,2,-581,3497,11359,42684,4283,149943,65848,37792,1,105381,1073,14719.0,6643,5936.0,0.3642187553848999,Insured,Insured,Uninsured,Uninsured,4,Self-Employed,27,758,9937,28476,969,30,111,247,91,0
618,65508.8,21261.0,8.1,46,Self-Employed,Widowed,4,Master,Other,531,0.7765207126014936,12,2,0.1953893232745055,0,Auto,0,0.0355366761422304,22,-1438,1589,5545,34391,3388,158394,28412,75396,25,209419,693,10774.0,4664,24240.0,0.9495562135358142,Insured,Uninsured,Uninsured,Uninsured,3,Private,28,1198,6620,30636,451,345,354,77,91,0
706,67262.40000000001,17493.0,18.9,39,Employed,Widowed,0,Doctorate,Mortgage,889,0.296313298877779,8,8,0.4359651513062808,0,Debt Consolidation,0,0.085637690996381,14,5851,2037,5726,41409,850,154573,47947,49492,8,138515,1157,4356.0,3548,38067.0,0.0465099053518411,Uninsured,Insured,Insured,Insured,2,Self-Employed,3,550,900,27790,897,252,249,386,70,0
811,62815.0,13206.4,12.0,37,Self-Employed,Widowed,0,Master,Rent,676,0.6689157671485614,14,8,0.3139400599857641,0,Auto,0,0.0359520159585326,16,3260,3598,7754,41436,2637,59528,45427,99693,16,178828,819,10470.527059819466,2526,8505.575123405553,0.3102666517782627,Insured,Uninsured,Insured,Uninsured,2,Other,11,758,7107,33050,1592,313,314,161,39,1
576,70910.40000000001,21330.0,20.7,29,Employed,Single,4,Associate,Rent,781,0.3957734434029568,7,8,0.0192842138365088,0,Auto,0,0.1307462817103822,8,8093,1200,10140,29721,-90,183328,71927,51078,7,139127,938,3047.0,9151,9247.0,0.191656339002773,Insured,Uninsured,Uninsured,Insured,4,Self-Employed,9,764,4379,13452,1151,437,115,70,140,0
303,51316.8,14902.0,18.9,33,Unemployed,Single,2,High School,Other,124,0.4215572415972488,1,7,0.2087748666662449,0,Debt Consolidation,0,0.1332172363077141,5,663,1266,10792,42299,-88,107338,22945,64250,11,141385,1391,4970.0,6923,15363.0,0.196722249644862,Uninsured,Insured,Insured,Insured,2,Other,1,544,5224,42062,1148,475,131,131,74,0
622,74874.40000000001,17147.0,3.6,38,Unemployed,Married,4,Associate,Own,334,0.1727213136932803,11,7,0.1347995000098033,0,Other,0,0.1670511228784846,1,4849,3635,14736,41472,1476,21740,65965,72208,4,147618,816,-1609.0,4602,5671.0,0.0142676814748444,Insured,Uninsured,Uninsured,Insured,2,Other,0,348,5248,42215,44,255,575,261,221,0
528,53559.0,10517.120000000004,19.0,40,Unemployed,Married,3,Doctorate,Mortgage,-20,0.8425501492752784,11,4,0.7630588224933775,0,Other,0,0.0766204654070643,7,7161,3085,7875,39245,4307,124356,49865,32691,18,75516,789,5715.231647754596,8267,29181.666699924976,0.2551164927894921,Uninsured,Uninsured,Insured,Insured,2,Other,13,357,3893,18849,1256,62,302,496,75,1
667,37429.0,12257.28,26.0,38,Employed,Married,2,Bachelor,Other,323,0.9658529770571416,12,6,0.7866765345907503,0,Home,0,0.1513612446639453,0,1706,2332,10647,18524,2437,114358,14776,44998,9,137417,344,3621.5776164657927,2956,23273.812068380656,0.3749379324041813,Insured,Insured,Uninsured,Uninsured,4,Private,5,606,7364,33363,1644,276,173,253,208,1
626,40216.0,12139.0,7.2,56,Employed,Divorced,0,High School,Other,596,0.1335307976847723,9,8,0.5877289572454034,0,Debt Consolidation,0,0.1440462011977016,11,8424,3931,7209,57072,1245,114232,23759,47676,23,158815,1345,14457.0,3179,17196.0,0.0330825326088939,Uninsured,Uninsured,Uninsured,Uninsured,3,Public,11,785,7752,34208,627,461,309,143,71,0
