CreditScore,JobTenure,EmploymentStatus,TotalLiabilities,PaymentHistory,TotalAssets,LoanAmount,BankruptcyHistory,SavingsAccountBalance,InterestRate,DebtToIncomeRatio,HomeOwnershipStatus,CheckingAccountBalance,AnnualIncome,CreditCardUtilizationRate,NumberOfCreditInquiries,EducationLevel,MaritalStatus,NumberOfDependents,PreviousLoanDefaults,MonthlyDebtPayments,Age,LengthOfCreditHistory,UtilityBillsPaymentHistory,NetWorth,NumberOfOpenCreditLines,LoanApproved,LoanDuration,LoanPurpose
595,13,Employed,13550,5,-24969,12167.68,0,2556,0.0768036516658467,0.2847571505575255,Own,961,35104.0,0.2485090613899437,4,Master,Divorced,2,0,302,43,9,0.8149184773150854,72192,6,1,24.0,Debt Consolidation
777,17,Unemployed,34597,20,56370,22109.0,0,5397,0.0415259130486255,0.2388868426057769,Other,2424,39656.0,0.5444342000251279,7,Associate,Widowed,2,0,580,48,29,0.1044874704229877,74681,7,0,5.4,Home
602,14,Self-Employed,60630,21,14896,8495.36,0,-1054,0.2867180483675983,0.4029371829656477,Mortgage,3054,44707.0,0.4161567101890888,9,Bachelor,Divorced,0,0,249,56,12,0.6682008998067908,63453,6,1,4.0,Debt Consolidation
662,0,Unemployed,43124,9,101887,24982.0,0,2747,0.1138036741523685,0.489667521173816,Other,2741,50615.2,0.4675021776701833,4,Bachelor,Married,1,1,461,34,6,0.5932506838530344,-1062,9,0,9.0,Debt Consolidation
586,21,Employed,33275,21,135804,13740.8,0,8878,0.243271675611016,0.784100560472032,Own,810,32938.0,0.3652719646013787,7,Doctorate,Widowed,1,0,194,46,25,0.5468067833941126,70597,10,1,8.0,Auto
463,7,Self-Employed,15880,28,45658,18668.0,0,6097,0.0796153572241719,0.3476268362648445,Mortgage,251,57622.4,0.0907855211159666,4,Associate,Divorced,2,0,527,36,18,0.2126493842966171,53970,5,0,12.6,Education
832,31,Self-Employed,10306,7,51069,17947.52,0,2862,0.0421380457151056,0.6199516043063745,Mortgage,1747,65226.0,0.1228771048076434,7,Associate,Married,1,0,801,54,4,0.1511039318448928,88050,6,1,11.0,Home
480,9,Employed,63136,8,69146,23438.0,0,6725,0.1659647727595101,0.058410630411768,Mortgage,2798,43298.4,0.2244176384432967,1,Doctorate,Married,2,0,275,41,20,0.6890105831392989,121886,12,0,2.7,Other
785,5,Unemployed,56844,15,68132,16543.0,0,8851,0.158616670877371,0.5668251941182061,Mortgage,2186,40035.2,0.2131560311568228,6,Doctorate,Single,4,0,470,33,3,0.1502553932698292,85482,11,0,18.9,Education
593,7,Employed,26816,15,79000,11649.920000000002,0,7736,0.0182921671916883,0.3759982818419267,Other,2584,30863.0,0.1944483081797106,1,Doctorate,Divorced,2,0,372,47,19,0.4675766116195627,22057,6,1,14.0,Auto
335,1,Unemployed,81327,3,56497,24675.0,1,3230,0.0476435422386143,0.4101003937583396,Rent,3268,26264.800000000003,0.6175805620431432,1,High School,Married,2,0,596,54,28,0.0067855355830676,32881,14,0,8.1,Debt Consolidation
564,13,Unemployed,62047,22,1138,16348.0,0,-344,0.2075038141093104,0.4284024630165022,Other,2006,40502.4,0.122492725675845,7,Associate,Married,4,0,432,57,21,0.0867757757609632,28944,5,0,5.4,Other
486,12,Unemployed,56429,17,25552,22406.0,0,3694,0.2027249013302399,0.5689928388572837,Other,3522,64942.4,0.6014025031929608,9,High School,Divorced,4,0,680,49,8,0.3260090337076219,20634,14,0,7.2,Debt Consolidation
654,11,Employed,28374,8,115652,19341.0,0,6678,0.0140793473940906,0.1211253915472962,Mortgage,2169,46859.2,0.3415515910096849,5,Master,Married,0,0,374,37,8,0.315724285748081,88861,10,0,20.7,Education
485,12,Employed,49173,27,112241,15668.0,0,5187,0.0679344787825737,0.4919328087543662,Other,2497,61464.0,0.9672528247186803,6,Doctorate,Divorced,3,0,211,36,13,0.4492164371649969,79799,9,0,4.5,Auto
397,8,Employed,38963,4,103535,17987.0,0,6244,0.0864934243205321,0.8148777021340083,Mortgage,1376,41524.0,0.0839669107813272,8,High School,Widowed,1,0,418,48,23,0.7179516478061359,123420,12,0,4.5,Auto
388,27,Employed,58960,20,107548,18101.0,0,5086,0.0799336361925644,0.8710419285207918,Mortgage,2924,36043.2,0.4891354759646166,2,Doctorate,Divorced,0,0,737,46,3,0.3417951181823064,35312,7,0,14.4,Other
745,1,Unemployed,48427,27,165573,21792.0,0,10043,0.221654866562716,0.5224166304913747,Mortgage,418,58432.8,0.8317690014320848,3,High School,Widowed,4,0,624,35,7,0.2010985909884283,51930,5,0,14.4,Other
368,26,Unemployed,43939,5,105275,13844.0,0,7012,0.2437442946687216,0.7619095078628578,Mortgage,1371,40153.600000000006,0.3898799792712069,7,Doctorate,Widowed,1,0,583,44,19,0.7958544712055935,60312,7,0,9.0,Auto
640,2,Employed,44839,18,71254,14935.680000000002,0,3887,0.1487196576991363,0.8166438787737564,Other,2740,53841.0,0.4664328103599825,0,Bachelor,Single,0,0,724,54,9,0.0539927126654755,52023,13,1,7.0,Debt Consolidation
410,18,Employed,66733,16,79808,21901.0,0,4943,0.1063621648759002,0.0602644502949083,Other,2368,28550.4,0.3962173767584712,4,Doctorate,Divorced,3,0,381,51,10,0.1838578135912891,24552,12,0,5.4,Home
495,32,Employed,52462,18,7314,19685.0,0,6804,0.2987996974193826,0.6754499848568237,Rent,1860,58157.600000000006,0.2772375586934128,2,High School,Widowed,4,0,729,57,12,0.9609090993445084,34572,9,0,6.3,Debt Consolidation
546,15,Employed,48300,7,-8754,18503.0,0,3189,0.153145416126457,0.7542971126026093,Mortgage,2201,59296.8,0.9024189499382822,6,Bachelor,Single,3,0,628,39,11,0.4991889418944132,58986,6,0,11.7,Other
503,7,Self-Employed,46574,2,100999,16435.0,0,2188,0.1847001036187745,0.0012223838954623,Mortgage,2618,57590.4,0.4522036845511015,6,Master,Single,0,0,690,33,10,0.0160757200067296,27954,12,0,19.8,Other
358,1,Unemployed,44740,18,118447,19541.0,0,5152,0.2883824434403202,0.0012885808747323,Other,2197,58706.4,0.5589186344071637,5,Bachelor,Widowed,1,0,222,59,21,0.3038231100656391,30138,1,0,4.5,Debt Consolidation
313,14,Self-Employed,38607,18,56121,22047.0,0,5120,0.2314794171091537,0.7338122756354883,Mortgage,730,61658.4,0.4294367454532972,6,Doctorate,Divorced,1,0,767,34,13,0.5181281615389366,77290,14,0,1.8,Debt Consolidation
597,25,Employed,27566,2,78297,18057.0,0,3214,0.2621943403098239,0.8471345256110099,Own,2527,63396.8,0.1482499702485489,5,High School,Single,2,0,322,45,10,0.5992389762256588,65350,2,0,11.7,Other
480,4,Unemployed,48263,10,107396,21137.0,0,2650,0.1201594517107236,0.8918914480203566,Other,1435,65572.8,0.9616082267472496,3,Doctorate,Divorced,1,0,583,36,15,0.4981800425739694,38408,6,0,18.0,Home
800,24,Self-Employed,7820,15,95953,13038.080000000002,0,7913,0.2923539008925663,0.008697861587957,Other,2719,75240.0,0.1345736119192698,7,Doctorate,Divorced,4,0,744,54,18,0.918438789432061,56141,7,1,10.0,Other
324,20,Employed,72360,3,65109,25547.0,0,3373,0.2885948868720075,0.2150737231668759,Own,671,38365.6,0.9210810703831044,5,Associate,Widowed,3,0,576,50,17,0.0281782564707723,-23048,5,0,5.4,Other
356,19,Employed,71681,25,116413,21991.0,0,2970,0.2676799465464058,0.7089713760589298,Own,735,58174.4,0.6035727026598752,8,Bachelor,Married,3,0,533,40,1,0.3759887489592473,90777,6,0,6.3,Debt Consolidation
515,4,Unemployed,50515,13,138329,9985.28,0,5090,0.2975401480602558,0.7702342194070679,Mortgage,1977,58993.0,0.7295141273887957,6,Master,Single,3,0,401,41,12,0.5259474027498897,37981,12,1,17.0,Other
399,18,Unemployed,58547,6,182449,19925.0,0,1263,0.2893618651815126,0.7127790548343619,Mortgage,2715,58245.600000000006,0.9791231515640196,0,Master,Single,1,0,594,43,5,0.4170662466717703,53929,0,0,5.4,Debt Consolidation
400,15,Employed,75043,13,164693,12296.0,0,5860,0.2896464680586077,0.2513149723110994,Mortgage,3189,30641.6,0.169953115935074,3,Bachelor,Married,1,0,277,49,13,0.9504602386185252,109380,5,0,12.6,Home
830,12,Self-Employed,-2347,11,97264,9900.160000000002,0,4800,0.1306497921540854,0.6885158634754527,Other,3337,59703.0,0.7133851265286878,9,Bachelor,Widowed,0,0,723,51,12,0.9735889515100822,47842,4,1,16.0,Auto
562,14,Employed,2119,8,146033,15821.0,0,2627,0.1239553210591309,0.4096135705458792,Rent,1275,40056.8,0.7105329372379345,2,High School,Married,1,0,715,59,11,0.7940010352057815,12269,14,0,1.8,Other
652,1,Unemployed,92061,28,178269,22831.0,0,5444,0.1574535016739035,0.9640603187159816,Other,1489,46188.8,0.5647941763813651,1,High School,Single,0,0,528,40,6,0.0872292003336328,-6045,7,0,13.5,Other
485,0,Self-Employed,62289,7,73381,14426.0,0,4014,0.2036665771274694,0.8810775990359034,Own,3105,45524.0,0.7383778557544433,2,Bachelor,Divorced,0,0,484,39,5,0.6342043123406855,34165,9,0,14.4,Home
324,15,Self-Employed,63407,19,192761,19566.0,0,2328,0.1709320710681704,0.3975714561482829,Mortgage,3469,44994.4,0.4383547343578376,5,Master,Divorced,4,1,463,58,20,0.7765102177571112,108517,9,0,0.9,Other
600,4,Employed,49868,5,108821,22399.0,0,5381,0.0568978276903845,0.9588029363041785,Mortgage,972,46975.2,0.3423497743711854,2,Associate,Divorced,0,0,758,42,19,0.3481515090779876,-20635,6,0,11.7,Debt Consolidation
310,5,Self-Employed,62290,20,196669,11964.0,0,5156,0.1935721501697372,0.7135726049224416,Mortgage,2295,81471.20000000001,0.5897353770829749,4,High School,Widowed,3,0,551,52,24,0.6850838398705441,37583,1,0,8.1,Home
463,2,Employed,54945,0,158217,12175.0,1,3161,0.2391505554826901,0.7331952926857812,Other,2753,41180.0,0.169055628470349,4,Doctorate,Widowed,0,0,287,35,6,0.118079910119763,82654,10,0,24.3,Home
315,19,Employed,51489,3,143907,17384.0,0,4925,0.1155450404970929,0.3760028610007294,Other,1764,59433.600000000006,0.7200601553783395,0,Associate,Widowed,3,0,316,46,4,0.7279135064897437,62874,3,0,2.7,Home
419,7,Unemployed,40996,12,-3226,18374.0,0,2748,0.158509012213977,0.0305212568254411,Mortgage,1912,35779.200000000004,0.6178871869573371,9,Bachelor,Divorced,0,0,167,51,28,0.3978467505972675,39360,11,0,5.4,Debt Consolidation
455,7,Unemployed,63141,26,46264,22552.0,0,5325,0.1283977606457116,0.6981973537077973,Rent,760,53784.0,0.9273062858434729,5,Associate,Single,4,0,404,54,29,0.0260466665627029,87200,8,0,3.6,Home
450,3,Employed,67060,10,140816,14866.0,0,7973,0.044332071853605,0.8700977452476246,Other,3187,63495.2,0.6448285955848472,5,Master,Divorced,1,0,290,57,0,0.3366575145959211,40447,7,0,1.8,Home
400,12,Self-Employed,52946,29,85441,10532.0,0,7667,0.2063840996450222,0.532265840628283,Other,2746,67208.0,0.9269528708744592,2,Associate,Single,2,0,380,30,9,0.0674514481235053,43103,7,0,8.1,Auto
844,37,Employed,52984,7,119460,10103.04,0,7555,0.2777875146809729,0.3846149155131654,Mortgage,1328,72366.0,0.9650154074662014,0,Doctorate,Widowed,1,0,563,61,25,0.8708037081102384,107837,9,1,5.0,Debt Consolidation
499,15,Unemployed,68503,28,165206,18437.0,0,53,0.2698539988824059,0.4656755112075457,Other,3275,57232.8,0.3257945799718278,9,Doctorate,Single,4,0,114,35,1,0.920521497292924,-10701,4,0,24.3,Home
471,15,Unemployed,57875,24,91175,18330.0,0,2182,0.2893180734565739,0.0982030929925122,Rent,2106,58652.8,0.0348611270313343,8,Associate,Divorced,3,0,799,41,16,0.4106139376275148,12703,9,0,5.4,Other
701,4,Unemployed,54464,3,150537,20572.0,0,12766,0.2751414574678832,0.7373283576213131,Other,1457,51547.2,0.8886246436266619,3,Bachelor,Married,1,0,347,33,7,0.9932550658925582,83705,12,0,12.6,Auto
791,7,Employed,15802,22,113181,9049.6,0,3941,0.0848043449254332,0.3461996580560197,Rent,557,45061.0,0.4798982124648976,9,Doctorate,Divorced,3,0,467,31,13,0.3954786931433459,42103,9,1,12.0,Other
530,7,Employed,38429,13,103295,20458.240000000005,0,4347,0.0558284548239961,0.7025432006090059,Rent,3308,66663.0,0.0569102580611683,7,High School,Widowed,3,0,612,47,29,0.4896453936637568,75087,14,1,9.0,Auto
421,18,Employed,74070,18,137162,21711.0,0,5239,0.1362406546903243,0.0446090862551566,Other,1170,39296.8,0.5535001651969306,7,Master,Widowed,3,0,468,55,11,0.0496277417324686,55939,9,0,3.6,Home
675,16,Self-Employed,-15319,7,119604,12941.440000000002,0,7961,0.1794894889999756,0.7785936540001785,Rent,1400,70055.0,0.3685316663746034,1,Bachelor,Divorced,1,0,614,41,10,0.4280376915072255,43798,12,1,24.0,Other
744,25,Self-Employed,-9192,15,153571,19150.08,0,772,0.0925320491129634,0.3544654219174409,Mortgage,2977,89130.0,0.0789084264481195,6,High School,Married,1,0,711,53,7,0.8973318623972011,22032,5,1,11.0,Other
564,5,Self-Employed,47475,29,32480,8090.240000000002,0,3501,0.2398959045824495,0.7391882706523774,Mortgage,2014,66815.0,0.3427696802226777,0,High School,Widowed,4,0,315,62,5,0.1360973314008263,59372,6,1,4.0,Auto
319,29,Self-Employed,51078,14,142260,15127.0,0,2246,0.175122934626807,0.2172265013732718,Own,1467,29956.0,0.2326036671695753,7,Doctorate,Married,0,0,235,50,15,0.8876309840839169,64494,7,0,9.0,Debt Consolidation
666,5,Self-Employed,18043,23,91005,14307.0,0,-195,0.2847641331928341,0.1113614887237982,Mortgage,1343,62260.8,0.4782161908695429,4,High School,Divorced,0,0,610,42,3,0.5747809633351673,45791,6,0,9.0,Other
527,10,Employed,77925,21,107547,19234.0,0,4569,0.1498688160511399,0.1287785846988468,Mortgage,865,33371.200000000004,0.7214268045175067,8,Master,Married,4,0,807,51,17,0.7203692024814619,5965,14,0,2.7,Other
657,23,Self-Employed,70730,27,86890,22729.0,0,6759,0.0601581731006727,0.8416769573809791,Other,2090,46202.4,0.6483923024688463,0,Doctorate,Widowed,3,0,605,49,3,0.0806359500590787,59424,10,0,2.7,Other
409,22,Unemployed,93220,12,37467,13287.0,0,5917,0.2930751981095826,0.9203125137542464,Other,2291,36135.2,0.9758643910600078,9,Doctorate,Divorced,1,0,555,61,25,0.044554226904291,81770,9,0,1.8,Other
523,11,Unemployed,9310,0,89295,11837.440000000002,0,6323,0.1883437149976632,0.806479958240931,Mortgage,1712,46026.0,0.8531406529834851,2,Master,Single,2,0,423,37,16,0.907854376994524,117778,8,1,15.0,Education
642,0,Unemployed,63840,12,151271,19888.0,0,2621,0.1770347984376747,0.9273191488766092,Mortgage,2011,49898.4,0.021327445353091,7,High School,Married,0,0,519,56,21,0.9369862946831182,85499,2,0,3.6,Auto
494,23,Unemployed,64842,24,72982,16014.0,0,-2702,0.1211525910799596,0.4870648863690963,Rent,3066,57887.2,0.8572897209054092,8,High School,Widowed,2,1,426,43,21,0.9160367880146084,64089,0,0,16.2,Other
455,0,Self-Employed,93820,19,86818,21844.0,0,9506,0.0834528042492856,0.7182113695512722,Own,990,38220.8,0.5510962507874951,1,Doctorate,Divorced,2,0,490,52,12,0.4493401159191671,49851,3,0,7.2,Auto
392,11,Employed,55374,21,44709,19583.0,0,8894,0.2737239835269641,0.2110502678544416,Rent,3124,69494.40000000001,0.9873613013239708,8,Master,Married,4,0,455,53,29,0.3465130546035522,74361,14,0,4.5,Other
566,16,Self-Employed,61594,9,186672,12243.0,0,2288,0.2885944585342846,0.4182462308779937,Other,1252,41220.0,0.972725291692524,0,Associate,Single,4,0,508,39,18,0.1605858366047243,48912,9,0,23.4,Debt Consolidation
316,12,Self-Employed,37891,16,69172,17288.0,0,4764,0.0712715784137237,0.9179435356714488,Mortgage,2840,31627.2,0.0246832810601517,2,High School,Single,3,0,375,43,24,0.0628969468239677,40906,0,0,9.9,Other
533,3,Employed,13857,20,127637,14131.84,0,2396,0.2883255031159127,0.1907630400500418,Mortgage,4783,80024.0,0.040616219848763,6,High School,Divorced,4,0,532,52,19,0.0261034803538099,90762,3,1,14.0,Debt Consolidation
472,23,Employed,31328,3,56200,19175.0,0,5882,0.1017340154291681,0.3449632515864929,Rent,1909,56626.4,0.7069654893670055,3,High School,Widowed,3,0,531,54,10,0.4062186939538996,61877,1,0,9.9,Other
640,10,Unemployed,46406,23,50731,11116.8,0,4690,0.2745973114400807,0.656032180493718,Mortgage,1361,59301.0,0.965079692222654,3,High School,Divorced,0,0,472,57,29,0.5516875822655012,40654,7,1,3.0,Debt Consolidation
302,22,Employed,83310,21,75398,19246.0,0,11557,0.0195386802745411,0.3179090016992799,Mortgage,1426,38528.8,0.4644041879792605,4,Master,Widowed,0,0,798,45,21,0.7307101043793384,62651,4,0,15.3,Other
654,21,Self-Employed,25856,4,120783,12414.72,0,6496,0.1046596587804338,0.0156117326044411,Own,1456,59292.0,0.1241991672964774,3,Associate,Divorced,1,0,514,41,19,0.0284025615270888,44184,9,1,5.0,Auto
656,7,Employed,36204,18,143055,7416.960000000001,0,6714,0.1811086137386551,0.0085011508023427,Other,1657,74868.0,0.4421170297081769,4,Doctorate,Widowed,0,0,474,31,4,0.758023601715381,56859,0,1,20.0,Home
713,14,Unemployed,18261,0,66633,6604.8,0,5046,0.2726601125781412,0.2952549706094197,Own,1508,78659.0,0.464578461316194,4,Bachelor,Widowed,1,0,589,41,16,0.7120924397088491,56979,11,1,24.0,Home
751,1,Self-Employed,57716,6,148023,16897.0,0,5935,0.1958927294951161,0.1533013635692827,Other,2032,66350.40000000001,0.2213643192550719,9,Associate,Single,1,0,640,36,11,0.9916529105902864,69752,9,0,5.4,Other
459,10,Employed,42995,25,45517,26001.0,0,3565,0.1321063660810318,0.9372292074436652,Other,1270,47527.2,0.7405315884298328,6,Associate,Widowed,4,0,257,31,8,0.3892041451915405,61325,10,0,0.9,Education
591,17,Unemployed,44401,27,101931,21818.0,0,3879,0.1797897728786265,0.2050960234341484,Mortgage,252,46864.8,0.4049700217121983,1,Doctorate,Single,0,1,982,38,13,0.9046565898372484,64864,5,0,24.3,Education
379,12,Unemployed,24420,7,55476,7789.0,0,4373,0.2634357955438404,0.4968096462463295,Rent,2815,46496.8,0.2942941188851984,7,Associate,Widowed,4,0,662,40,3,0.668195507247534,65510,1,0,20.7,Debt Consolidation
571,28,Self-Employed,91465,29,148915,15688.320000000002,0,4855,0.1529194958941884,0.6340871742286425,Other,1364,59594.0,0.4024539702345255,7,Associate,Divorced,2,0,368,53,19,0.5195189087157464,10175,2,1,6.0,Debt Consolidation
353,11,Unemployed,81791,21,98174,22512.0,0,11955,0.1300833456875963,0.1855009417247943,Other,899,49532.0,0.3601349661351166,8,Associate,Divorced,1,0,449,58,3,0.0304335953456077,47847,4,0,6.3,Auto
373,4,Self-Employed,80862,29,129300,21320.0,0,5230,0.0620451240520356,0.9197613721883902,Mortgage,1408,47008.8,0.0626712468017275,1,Associate,Widowed,1,0,771,58,17,0.6285945515275542,42846,7,0,1.8,Home
484,27,Employed,63824,16,107393,13910.0,0,7483,0.2986424651330766,0.0902940969993896,Rent,2290,54434.4,0.5559866197425042,7,Bachelor,Divorced,0,0,342,61,16,0.5469286952357357,73111,8,0,1.8,Home
803,8,Employed,8688,25,53688,10686.080000000002,0,1573,0.1375785344439089,0.4771958915067377,Other,2135,75485.0,0.5135079643761379,7,Associate,Widowed,1,0,417,48,14,0.7720190600044936,78405,9,1,5.0,Home
384,10,Employed,64672,16,177697,20137.0,0,4699,0.1741514426704488,0.1494649311605416,Mortgage,999,56225.600000000006,0.8412651033824461,4,High School,Married,4,0,595,50,11,0.8842840708733346,119340,4,0,6.3,Auto
769,24,Self-Employed,22409,1,-32963,11284.48,0,5598,0.2015506061230323,0.7430608057955713,Mortgage,2992,53447.0,0.0231190099573584,5,Bachelor,Divorced,0,0,1028,50,22,0.5355885531145298,94077,5,1,12.0,Other
817,2,Self-Employed,57265,5,103660,16832.0,0,868,0.2672125845125623,0.6948923012514698,Other,1850,42380.8,0.114087168642876,9,Doctorate,Married,3,0,456,38,3,0.1718999644937568,70766,9,0,18.9,Auto
330,10,Unemployed,52558,19,124413,23701.0,0,9382,0.0333449626015269,0.8157040324200417,Own,406,42589.600000000006,0.076297035842089,1,Bachelor,Widowed,3,0,291,56,13,0.4838215712838007,34320,11,0,1.8,Auto
773,32,Unemployed,21393,8,126117,7381.760000000001,0,4228,0.0106974684984558,0.2591727582270307,Mortgage,1832,74308.0,0.7891833651093566,6,Doctorate,Widowed,3,0,469,50,3,0.1351618272801827,61371,2,1,9.0,Home
678,35,Employed,-3255,0,158997,18136.960000000003,0,3392,0.2226762974529818,0.2891403931558794,Other,1067,39636.0,0.5843635018489065,0,Master,Divorced,0,0,926,61,25,0.2275098137282299,51804,11,1,6.0,Other
720,0,Unemployed,41343,28,95756,18133.0,0,4388,0.0671053231926354,0.2061582898650057,Other,-36,52680.8,0.4445771461680954,1,High School,Married,4,0,341,40,3,0.0667473245116155,38609,13,0,18.9,Other
519,9,Employed,81446,9,9950,23752.0,0,7559,0.0224751042046475,0.7664904827764271,Other,3661,45560.0,0.2674035498539791,2,High School,Single,2,0,741,53,19,0.5105858466007976,68460,4,0,6.3,Auto
745,39,Employed,48648,9,110175,21025.0,0,8419,0.07805827134371,0.4340461746468292,Mortgage,2895,49893.600000000006,0.9868872294971464,0,Associate,Widowed,0,0,56,60,11,0.8653223889236439,64927,2,0,0.9,Debt Consolidation
697,19,Employed,3569,8,17327,11571.840000000002,0,3621,0.2762466417966684,0.3590921365187368,Mortgage,2773,44131.0,0.8749415293615443,6,Associate,Single,1,0,344,52,21,0.1193350530690184,80664,9,1,13.0,Debt Consolidation
328,3,Employed,69056,3,65696,23947.0,0,5640,0.1653697183772845,0.0549176763581074,Other,1733,40679.2,0.0547916240238001,9,Bachelor,Widowed,2,0,277,34,7,0.8601327426389154,120306,0,0,20.7,Education
623,6,Self-Employed,23881,9,207975,12552.320000000002,0,4210,0.2728583407408044,0.1647851983774613,Mortgage,2015,49478.0,0.891296713216629,1,Bachelor,Widowed,1,0,813,26,8,0.6521800412609602,15869,13,1,31.0,Education
741,12,Unemployed,28910,19,115376,18582.0,0,1833,0.2803404718240765,0.2326365927484999,Own,370,45684.8,0.9618904544930033,5,High School,Widowed,2,0,518,64,1,0.1312626552139484,29897,5,0,0.9,Auto
314,22,Self-Employed,23306,23,155815,29451.0,0,2571,0.1388329668835821,0.477544494558479,Other,2506,31700.800000000003,0.5077865757286314,0,Associate,Widowed,2,0,567,50,4,0.951068179705592,82142,6,0,1.8,Debt Consolidation
402,1,Unemployed,52008,4,-40067,12842.0,0,11859,0.1951586969962159,0.6919033046751427,Mortgage,1017,53785.600000000006,0.3516870472271035,0,Associate,Married,2,0,259,45,4,0.3682447658430396,69365,10,0,10.8,Auto
