,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,LengthOfCreditHistory
2664,0,0,1,426,0.7086470104899827,12,0,0,0,17,4743,1649,140325,55779,1
2665,0,1,1,553,0.3958022989546589,14,0,4,0,11,5790,3575,15608,35537,25
2666,1,1,3,312,0.1279771338922767,4,0,0,0,23,5137,579,198095,27127,18
2667,1,2,2,413,0.217954565644204,8,0,0,1,18,-404,1954,117489,24998,29
2668,3,2,1,647,0.3928357582993745,7,0,0,0,19,9805,907,115048,11947,7
2669,1,0,2,499,0.2588850297134929,3,0,0,0,16,2733,3837,77815,25237,3
2670,2,2,1,204,0.2689418794482031,1,0,1,0,32,564,1779,20300,86097,28
2671,3,1,0,98,0.3299982729921156,4,1,1,0,24,6610,1766,67590,43836,20
2672,2,2,2,471,0.675975328353948,1,0,1,1,19,7081,1222,66425,47922,12
2673,0,1,0,767,0.4294367454532972,14,0,1,0,18,5120,730,56121,38607,13
2674,1,2,1,432,0.190195533217758,2,0,0,0,29,7073,2833,41507,51505,0
2675,1,3,0,474,0.2148383088472092,3,0,0,0,23,1014,315,77657,8966,3
2676,3,4,0,500,0.7617233958288756,11,0,1,1,29,2879,2507,71830,82194,8
2677,0,3,1,629,0.7006864503846038,13,0,4,1,15,5208,1603,142957,78331,29
2678,3,4,1,541,0.1288762700519331,7,0,4,0,7,6133,1676,73571,37520,5
2679,0,5,0,224,0.1211025722302008,2,0,0,0,25,2551,3579,246583,16513,19
2680,1,4,2,506,0.9045463040667208,7,0,1,0,5,6680,3147,124351,18539,5
2681,3,3,1,348,0.8673409414055258,12,0,0,0,0,5512,2642,67461,22734,27
2682,0,5,3,298,0.6480441679161126,2,0,4,0,18,2029,1008,82141,27914,2
2683,0,4,1,502,0.214497787941754,12,0,1,0,3,5726,2028,45073,68788,11
2684,2,2,3,235,0.3219760538121286,2,0,4,1,25,1867,2908,244740,48545,8
2685,1,2,3,225,0.3655039037101283,4,0,3,0,21,8281,736,137869,19063,5
2686,0,2,0,537,0.4898042514926234,10,0,4,0,15,2328,1810,128558,58372,17
2687,0,3,1,557,0.2509886847475221,0,0,2,0,18,5118,3301,71209,31815,8
2688,2,2,1,380,0.9269528708744592,7,0,0,0,29,7667,2746,85441,52946,9
2689,0,5,2,638,0.1927011647841362,3,1,1,0,25,1157,708,29632,49940,29
2690,2,0,0,627,0.1298177024557423,5,0,3,0,23,7580,591,16600,12950,27
2691,0,0,1,542,0.8735104834030424,13,0,0,0,15,-1877,1227,143152,29719,11
2692,2,2,3,541,0.9321764327962871,5,0,3,0,15,989,1202,65216,75844,11
2693,0,3,2,671,0.0716902064522654,5,0,2,0,10,3488,1437,125107,31364,12
2694,2,0,3,374,0.3038168806262378,1,0,1,0,25,3016,549,52945,7926,8
2695,3,1,0,750,0.1252572543837766,12,0,0,0,8,2519,2263,115505,88819,11
2696,2,0,3,628,0.0174380653638137,5,0,3,0,23,4887,4624,35170,18982,18
2697,0,0,0,249,0.2705553072705418,6,0,1,0,31,577,2615,46997,23738,28
2698,3,0,3,548,0.5237129881938108,11,0,1,0,16,5462,2939,13546,50075,13
2699,2,1,2,675,0.2489296416745604,10,0,4,0,4,7519,1004,159441,-365,7
2700,2,0,0,301,0.2036698356111289,4,1,0,0,20,4716,1157,176421,58156,14
2701,2,3,1,326,0.3516798444362816,2,0,3,0,25,2717,4006,18772,3086,17
2702,3,1,0,796,0.8591594590695909,6,0,0,0,28,-1121,2034,121816,32482,16
2703,1,0,0,374,0.128757492066373,9,0,3,0,26,4183,1388,40805,87347,27
2704,2,2,0,612,0.41402519967694,8,0,1,0,13,10550,621,125174,62306,22
2705,1,2,1,615,0.0908212201257944,5,0,4,1,28,3038,4185,51329,13633,5
2706,2,1,1,637,0.366733863083002,2,0,1,0,30,4702,342,8550,18832,28
2707,2,0,0,374,0.5407126826734538,6,0,1,0,2,2368,2993,102396,19355,2
2708,0,1,2,514,0.1241991672964774,9,0,0,0,4,6496,1456,120783,25856,19
2709,1,0,3,412,0.0914950280432423,4,0,1,0,20,2701,3032,13578,6641,27
2710,1,2,2,1056,0.4168253317082453,3,0,1,0,19,2301,221,8333,16030,4
2711,0,0,0,278,0.4132898542704811,4,0,1,0,24,1561,1263,52788,40251,24
2712,1,3,2,533,0.6035727026598752,6,0,1,0,25,2970,735,116413,71681,1
2713,2,1,3,481,0.3498013117911329,11,0,0,0,13,3823,1061,103731,42667,1
2714,2,1,2,188,0.4615284457771247,3,0,3,0,31,5517,1647,138680,23430,16
2715,1,2,0,511,0.5736091554418228,13,0,4,0,26,2070,2698,80700,34591,0
2716,2,2,2,305,0.3022175666769309,5,1,4,0,24,11165,1065,110189,29969,19
2717,2,2,0,600,0.2796009833452757,7,0,0,0,10,6291,1395,226544,-4328,3
2718,1,4,1,398,0.3600240906078827,1,0,3,0,4,1842,1803,118007,29770,5
2719,1,0,2,427,0.5026728669371283,2,0,3,0,29,757,1698,44904,23791,27
2720,2,3,2,732,0.2858351654010067,6,0,2,0,24,1721,2306,127753,9072,8
2721,0,0,2,588,0.5902069854985865,3,0,1,0,26,2141,1135,72025,29032,29
2722,1,3,2,270,0.2118877897041909,2,0,2,0,24,807,215,54277,22857,15
2723,2,4,0,423,0.1186474028636012,2,0,3,0,28,1101,2000,33399,1830,19
2724,1,2,2,353,0.3861076334386114,1,0,3,0,15,1546,400,134793,13224,9
2725,3,3,2,242,0.127754927438453,5,0,4,0,3,9751,1818,106489,64111,16
2726,2,1,2,255,0.1950622452786726,5,0,0,0,26,3821,3706,8850,8038,4
2727,1,1,3,1001,0.1809525644952311,2,0,1,0,36,2648,252,8446,6756,16
2728,1,1,2,312,0.1771708707494529,2,0,3,0,17,2314,1268,30243,23443,27
2729,1,0,2,489,0.3995607507177595,13,0,4,0,14,3893,1816,78246,30673,24
2730,1,2,0,281,0.1172209428985707,3,0,4,0,21,4241,187,87038,82916,25
2731,0,3,3,525,0.9696214272179836,13,0,1,0,0,8867,3802,112781,48902,26
2732,0,1,2,251,0.1982891901878979,1,0,2,0,28,4613,4236,87784,2574,12
2733,0,0,0,656,0.0993966142899482,2,1,3,0,7,1303,3469,23847,63522,13
2734,1,2,3,376,0.3896493754670718,3,0,3,0,29,2154,1735,14710,53225,7
2735,2,1,2,97,0.337806423367523,6,0,4,0,3,475,354,111783,18237,9
2736,2,2,3,442,0.1852161913129105,2,0,3,0,20,1733,1473,29831,9984,22
2737,1,1,0,312,0.3536438330346011,3,0,2,0,20,1856,307,74365,55539,22
2738,2,0,0,623,0.2838588898758306,2,0,0,0,41,3930,136,80888,12851,18
2739,0,0,1,384,0.8767754162378174,5,0,0,0,0,2984,3396,69087,58677,2
2740,0,2,0,335,0.1336435796815023,1,0,1,0,22,10193,347,43043,16415,4
2741,0,4,0,105,0.6483740159227978,1,0,0,0,29,7268,2632,65214,43323,5
2742,1,1,3,377,0.1874039974416057,5,0,1,0,10,5124,1715,143321,14208,6
2743,0,4,3,716,0.3624755583148542,13,0,4,0,20,6137,2625,-9059,59010,13
2744,2,0,2,127,0.417589963586797,3,0,1,0,22,2313,619,58464,31500,8
2745,1,0,1,331,0.9782914300648156,12,0,4,0,8,8107,1952,166006,-7526,17
2746,0,0,1,926,0.5843635018489065,11,0,4,0,0,3392,1067,158997,-3255,25
2747,1,1,2,347,0.2162748337056839,2,0,4,0,20,4698,1891,99134,46478,2
2748,0,2,1,514,0.7045523330342803,7,0,4,0,16,4122,2393,49268,50213,27
2749,2,4,1,461,0.9206079511150302,0,0,4,0,13,1023,3019,86503,23152,2
2750,0,3,3,381,0.046818267443415,2,0,3,0,24,11526,691,13264,3268,12
2751,0,2,0,426,0.0776194733117454,5,0,0,0,25,1921,2813,14180,13162,19
2752,2,0,2,176,0.1915835682615918,3,0,2,0,17,8982,2869,95291,5411,29
2753,2,2,3,507,0.2788380809878487,2,0,0,0,15,1876,2026,76547,26168,20
2754,3,4,1,588,0.6000105634324276,12,0,3,1,16,4397,2595,47124,62103,19
2755,0,0,3,437,0.3304326013218551,2,0,4,0,29,1582,177,50506,14018,25
2756,0,3,1,641,0.2647835729062262,6,0,0,0,25,8992,1720,175115,51773,12
2757,1,2,3,527,0.2335432366199125,4,0,0,0,24,1170,4970,133279,8592,14
2758,1,3,0,399,0.3041113716818235,3,0,2,0,27,363,671,225459,53244,27
2759,1,0,2,1839,0.1571197724588637,5,0,3,0,25,1437,927,8721,159833,24
2760,2,2,0,277,0.1885537536209064,3,0,0,0,19,2440,224,56872,24265,15
2761,1,0,3,877,0.0321107110872795,6,0,4,0,21,3363,838,94804,54282,14
2762,0,2,3,747,0.3677308904815942,4,0,1,0,30,1254,1339,46456,22894,2
2763,1,3,2,169,0.1051646416037314,4,0,1,0,17,2427,1691,102661,11288,24
2764,2,1,3,481,0.4817677670373375,8,0,2,0,20,5728,2715,143903,41351,7
2765,2,3,1,177,0.3500027622804285,2,0,1,0,24,8036,8200,546408,215023,26
2766,1,2,0,461,0.4854462991110376,10,0,1,0,1,4851,1265,177886,23510,8
2767,0,1,0,445,0.0882155937915659,3,0,0,0,17,477,1105,14967,16172,25
2768,1,4,0,308,0.4208169007711686,6,1,4,0,27,8945,2168,133719,48814,19
2769,0,0,3,904,0.3499620664227696,2,0,1,0,29,2557,607,55129,4379,6
2770,2,3,2,329,0.2731448100320497,3,0,1,0,26,669,856,93939,5778,25
2771,3,0,3,182,0.3413288695474575,5,0,1,0,17,5065,889,128022,72202,27
2772,1,1,0,310,0.197554073977498,1,0,1,0,14,4062,1500,36537,122163,4
2773,3,3,1,605,0.6483923024688463,10,0,4,0,27,6759,2090,86890,70730,3
2774,1,5,2,319,0.7242812521038993,2,0,1,0,28,1774,403,345583,16874,5
2775,1,4,0,289,0.2581901108380113,1,0,0,0,11,3533,3640,27005,6734,17
2776,1,0,3,181,0.211954272687795,3,0,1,0,29,1484,3116,65448,42813,17
2777,0,4,3,298,0.0803316707227437,2,0,1,0,22,10637,2001,35054,106290,19
2778,2,4,1,475,0.8318926494573617,2,0,3,0,26,8086,3670,33123,32675,22
2779,2,1,0,440,0.1064976266128582,10,0,0,0,25,4993,2572,127179,55442,2
2780,2,2,2,620,0.063373125375703,5,0,1,0,15,672,711,20076,13652,28
2781,1,2,3,876,0.2274524537089238,2,0,3,0,32,1009,836,51631,8726,8
2782,1,0,3,305,0.2128846659266765,4,0,0,0,26,1541,2364,6000,2428,7
2783,0,0,1,263,0.5181055398414566,8,0,3,0,25,5074,1771,94766,22023,17
2784,1,0,3,501,0.7193829735397204,1,0,2,0,23,13286,5345,20740,4630,17
2785,2,3,2,440,0.137175205237735,4,0,4,0,26,831,485,72192,6557,19
2786,0,3,1,454,0.1500716946142464,2,0,1,0,3,331,2804,57607,80878,17
2787,3,3,0,845,0.7066338508525584,3,0,1,0,4,6476,1253,169238,52030,11
2788,1,0,0,609,0.0906559292333682,6,0,1,0,30,1909,922,31305,26625,17
2789,3,4,0,276,0.747450069863636,12,0,4,0,24,5079,1622,96067,68179,16
2790,2,0,1,374,0.8990900363404416,3,0,0,0,7,5362,1252,229398,64208,1
2791,2,0,0,238,0.4088784547540511,2,0,4,0,36,7286,1041,99675,42152,16
2792,1,1,0,993,0.0814162602567421,1,0,0,0,29,4042,1127,112103,64569,2
2793,1,3,0,190,0.4661423991509752,2,0,3,0,26,4547,1603,73407,22829,1
2794,3,2,0,599,0.275248394596676,4,0,2,0,29,6976,494,28751,14123,4
2795,1,2,0,230,0.5679195935272208,4,0,2,0,27,10190,1056,59268,38560,25
2796,0,0,2,654,0.7425635539003903,4,1,4,0,8,4795,3338,97387,70320,12
2797,0,2,1,402,0.0709230887719575,11,0,1,0,6,3221,2080,103376,-7899,21
2798,2,1,3,546,0.0372580188150234,7,0,4,0,4,352,2302,53318,64948,11
2799,3,3,3,184,0.2544357015587144,2,0,4,0,10,1586,-241,42694,15959,12
2800,0,3,0,548,0.3281503396403843,3,0,4,0,27,8348,1965,116161,37720,7
2801,1,0,0,623,0.4133429547790529,1,0,4,0,26,1832,1520,63082,5419,29
2802,2,4,0,219,0.1832052010408911,11,0,1,0,21,5538,830,57528,49465,17
2803,1,1,3,285,0.1588073979910707,5,0,2,0,20,2621,897,21430,22978,14
2804,0,1,3,520,0.3284327857861887,2,1,0,0,21,22827,1052,42464,10552,27
2805,1,1,1,602,0.1664959584208793,2,0,2,0,21,1744,558,406991,75567,4
2806,2,3,3,778,0.4110148046982796,1,0,1,0,23,4717,440,37592,2720,4
2807,1,3,0,708,0.4862355361363427,8,0,4,0,27,5864,2591,67752,65209,27
2808,0,1,3,790,0.3787301721323153,3,0,0,0,5,7581,3721,26753,45195,21
2809,3,3,1,296,0.8418223413816069,3,0,0,0,3,2450,3329,145775,33245,11
2810,3,0,0,461,0.479127652707366,6,0,1,0,23,1638,3228,71847,61045,13
2811,0,0,0,248,0.455667444197034,1,0,1,0,25,38887,3142,817912,32155,23
2812,0,4,1,392,0.2334863719425712,10,0,3,0,23,5153,2258,51916,23260,15
2813,0,3,1,566,0.0926977013818712,9,0,4,0,4,1259,2624,91086,42523,9
2814,1,0,0,944,0.3260007270371022,4,0,1,0,33,836,338,71290,7592,1
2815,0,4,0,441,0.4918159926622782,2,0,0,0,2,-1697,2937,68427,42877,17
2816,2,1,2,509,0.2208653165739396,2,0,1,0,25,6280,536,89721,2398,28
2817,1,2,3,296,0.1697752221490726,1,0,0,0,27,3510,186,271047,10708,22
2818,1,1,0,582,0.1494589133702261,2,0,1,0,20,13073,456,62703,52499,25
2819,2,2,2,789,0.8766195033051744,4,0,0,0,17,5545,961,34554,55736,2
2820,0,0,0,476,0.2576434748083582,4,0,3,0,25,9357,1105,81391,71007,13
2821,3,4,0,695,0.7935522039513845,8,0,1,0,18,7684,416,86858,37057,4
2822,2,3,0,243,0.2099449767458914,0,0,3,0,20,520,880,104540,17335,17
2823,1,5,0,1424,0.3519721733034643,4,0,4,1,31,585,1324,18174,66098,12
2824,3,0,3,108,0.4142295796068622,4,0,1,0,21,1850,1206,25905,83662,14
2825,0,0,0,712,0.3647256982685432,2,0,1,0,22,861,101,275708,4717,19
2826,0,2,3,692,0.4488166396467479,4,0,4,0,11,4446,2454,86908,62926,14
2827,2,4,0,583,0.0401291528499885,9,0,4,0,27,2826,990,61768,59569,28
2828,2,1,2,483,0.0918267232657762,6,0,2,0,27,3638,8371,13234,18239,1
2829,2,4,2,622,0.0002016954511145,11,0,1,0,20,-791,1982,128293,87258,7
2830,2,1,3,167,0.2682990266867114,0,0,1,0,26,2089,1419,58230,60901,19
2831,1,1,3,699,0.2507761663868412,4,0,3,0,23,9244,3930,26364,11402,12
2832,3,3,1,193,0.3817091363221665,13,0,0,0,15,5877,2242,87546,38874,18
2833,1,1,3,472,0.1385512752998993,2,0,1,0,31,1226,498,206307,15243,3
2834,1,4,0,478,0.8396343079109395,3,0,4,0,11,2045,2821,78144,43479,9
2835,1,0,0,735,0.2882653336061341,3,0,1,0,18,12772,2755,15527,14403,2
2836,1,1,0,676,0.6404501986254711,2,0,2,0,23,3973,872,276965,11927,8
2837,1,4,0,419,0.1113135565726894,2,0,3,0,29,9920,6772,36312,37402,21
2838,1,3,0,348,0.1619367563294503,1,0,3,0,25,983,1371,320382,113160,3
2839,3,1,1,374,0.6888490894702746,2,0,4,0,11,8833,2684,162597,33463,22
2840,2,2,1,198,0.0791122728700495,2,0,0,0,17,2474,904,84423,39296,6
2841,1,1,2,368,0.0937977465969401,2,0,1,0,32,6061,1372,21523,35381,9
2842,2,4,2,853,0.6542396789430941,12,0,4,0,0,-320,1058,115102,20117,5
2843,2,0,3,482,0.4681766195756626,9,0,2,0,20,2727,977,25905,18968,26
2844,1,2,3,169,0.137712421884684,3,0,1,0,18,1006,1075,68028,41503,20
2845,2,2,1,469,0.4945468214755442,11,0,1,0,29,6933,2684,82640,30981,2
2846,0,1,1,431,0.8143131665319141,3,0,1,0,2,3420,2542,46977,55872,13
2847,1,3,0,799,0.427968086550998,2,0,1,0,24,2326,884,56890,22912,18
2848,3,3,1,409,0.0212746294276214,3,0,4,0,11,2727,2085,54060,27099,25
2849,2,0,3,514,0.3738031990334722,2,0,4,0,20,1689,304,135351,26955,29
2850,2,2,1,243,0.2354476360263246,12,0,0,0,12,1268,2970,152319,8149,18
2851,1,0,3,549,0.2000685695506234,3,0,3,0,27,1424,662,12590,119927,19
2852,2,2,2,322,0.1482499702485489,2,0,4,0,2,3214,2527,78297,27566,10
2853,1,0,2,244,0.3056054219795083,3,0,0,0,16,4019,1422,45635,14690,10
2854,1,0,2,664,0.2630861645289976,5,0,1,0,35,1203,432,87142,11929,10
2855,1,3,0,254,0.0837415897397293,3,0,2,0,24,3670,985,15405,28875,26
2856,1,4,2,508,0.5323344051376133,0,0,1,0,15,3838,1506,-3574,40246,9
2857,2,5,0,697,0.171126994390041,2,0,1,0,27,6522,716,40399,5950,2
2858,1,1,0,264,0.3284669780240396,3,0,1,0,26,6430,860,29587,3611,23
2859,2,0,0,377,0.3739725260930119,1,0,1,0,18,6835,4700,43724,164220,14
2860,0,0,0,297,0.4357864685526106,7,0,1,0,14,8566,3759,40936,69169,4
2861,2,1,2,629,0.0756660389842461,8,0,1,0,17,1229,119,53461,10801,7
2862,3,3,1,232,0.6707911827066381,7,1,1,0,22,6555,2123,150423,63891,5
2863,1,1,0,364,0.134246273149227,3,0,1,0,26,1161,4153,70721,297450,27
2864,0,4,1,433,0.7819552793335595,8,0,0,0,10,3915,2846,79517,12725,29
2865,2,4,1,782,0.3977591911636765,8,0,1,0,14,8010,3221,160502,65367,18
2866,1,0,3,434,0.0826810194097074,3,0,0,1,17,7114,652,300874,18824,17
2867,0,0,3,839,0.374566944393381,2,0,1,0,23,6381,2829,95659,43343,2
2868,2,0,1,514,0.1267121058038262,4,1,3,0,27,4986,845,114750,3109,2
2869,3,1,0,577,0.8468976862433215,14,0,4,0,26,3996,2072,107904,37432,8
2870,2,0,0,411,0.2196974100928904,4,0,3,0,23,1030,1469,58689,70878,6
2871,2,4,1,662,0.6352363147815149,8,0,4,0,26,2273,1856,96274,51766,20
2872,3,4,0,602,0.2908341887997659,12,0,4,0,9,8703,302,86655,47482,26
2873,2,1,1,627,0.749901154261411,7,0,4,0,7,7181,1716,40936,53271,8
2874,1,2,3,724,0.4928606584707846,5,0,2,0,10,4465,-756,139974,58084,16
2875,1,0,1,411,0.1487520299112135,2,0,3,0,27,6819,1304,43330,115451,13
2876,1,1,3,508,0.1787253941841977,2,0,2,0,19,4760,1385,162664,5678,12
2877,2,2,0,281,0.1802369161406747,1,0,3,0,19,1687,231,11138,27634,21
2878,1,2,2,484,0.1820187281905272,1,0,4,0,27,2410,846,54687,2024,20
2879,2,3,1,277,0.6798170055154162,3,0,2,0,22,1901,499,508579,40052,28
2880,2,0,2,405,0.0455780404512458,3,0,4,0,21,6772,266,287521,24202,28
2881,1,3,1,867,0.8112973591053504,7,0,4,0,28,625,2908,141646,56409,12
2882,0,3,1,237,0.4273608427537695,4,0,2,0,32,588,318,17647,70984,29
2883,3,1,1,762,0.3130684002953525,13,0,1,1,14,3784,5199,139571,56063,4
2884,2,0,2,521,0.2500820904023195,3,0,0,0,25,2240,691,148906,3415,23
2885,1,1,0,190,0.257109714767635,4,0,3,0,22,2454,527,13659,9688,11
2886,0,1,1,470,0.462865509843663,9,0,4,0,0,7668,2868,89975,68499,27
2887,1,1,3,502,0.0879045588439555,4,0,3,0,19,1269,1909,463410,3678,4
2888,1,0,1,385,0.0676001415572554,3,0,1,1,22,2235,6666,89972,23154,17
2889,1,0,3,830,0.383111523206707,5,0,4,0,25,3145,619,83512,2034,16
2890,3,1,2,381,0.956291346995842,0,0,4,0,24,6595,2294,74318,-4136,9
2891,3,4,0,545,0.4246111731554316,0,0,4,0,17,-459,2351,150592,43299,2
2892,2,3,0,571,0.2970245696489809,5,0,3,0,25,15950,322,16272,29628,12
2893,2,2,3,689,0.1460094903324232,2,0,3,0,21,12583,1060,68732,6446,17
2894,1,2,0,307,0.4070504435580913,4,0,4,0,28,2494,516,9739,18542,9
2895,1,1,0,427,0.26755866966609,2,1,3,0,35,2469,432,138708,14505,3
2896,2,2,1,571,0.5746606382780975,1,0,4,0,15,4883,1949,83464,48388,16
2897,2,3,2,129,0.2488229021038854,1,0,3,0,28,1716,1284,90440,35936,14
2898,2,1,3,230,0.2349398961927098,3,0,3,0,20,2906,531,56318,13140,3
2899,2,1,3,475,0.0670422862244116,5,0,0,0,24,11283,1044,36737,81920,25
2900,1,4,2,305,0.2331408468263783,3,0,3,0,24,3563,3166,34127,36920,13
2901,1,4,0,360,0.4988689600259294,2,0,4,0,25,5330,517,67299,8381,20
2902,3,1,0,427,0.8753564343027948,1,0,4,0,23,3127,1273,118859,51182,10
2903,2,2,0,739,0.3193156087872231,1,0,0,0,11,2998,1966,53539,79972,21
2904,1,1,2,328,0.0380045398178135,5,0,0,0,30,2992,1579,7384,47193,11
2905,2,2,3,499,0.2125094044867889,5,0,1,0,28,41840,1886,70635,20206,12
2906,0,1,0,574,0.0894766221098004,3,0,1,0,10,1793,413,131595,44796,2
2907,0,3,0,-163,0.5206882550888204,11,0,3,0,2,4024,1359,111028,10980,7
2908,2,3,0,445,0.535360883286238,3,0,1,0,5,816,1519,90143,-3093,20
2909,0,1,0,274,0.0474767063876715,4,0,4,1,25,2791,282,19079,10670,16
2910,0,1,3,259,0.2496950017248332,1,0,0,0,20,3159,642,26741,14422,13
2911,2,2,0,361,0.5396881318876078,4,0,1,0,14,5489,465,20891,23596,25
2912,0,1,0,67,0.7426923648352336,10,0,4,0,22,8478,2518,45979,66252,28
2913,1,4,0,191,0.5979201558871792,4,0,1,0,31,4527,1052,41474,8953,2
2914,1,3,3,370,0.4283042650587709,2,0,3,0,27,4333,578,1138451,8473,21
2915,1,2,3,909,0.1432628950492488,2,0,1,0,22,1093,954,92829,13769,1
2916,2,0,3,363,0.2620218570982552,2,0,0,0,26,4220,1676,121571,26339,7
2917,2,3,2,708,0.4142560562877652,1,0,3,0,16,591,-235,166963,51602,7
2918,2,0,3,705,0.2389723426802498,4,0,0,0,20,720,448,333984,48700,11
2919,2,3,2,377,0.4789328481862847,8,0,1,0,23,1346,960,46426,18066,16
2920,0,3,3,676,0.2711621687683967,7,0,2,0,20,2056,919,255629,93672,1
2921,1,0,0,209,0.282756977310134,4,0,1,0,32,7875,5531,22872,32402,13
2922,1,0,3,879,0.1234057271992136,3,0,2,0,16,323,374,42059,25526,22
2923,1,0,1,1090,0.3060376906416093,2,0,2,0,21,2947,2498,122757,19542,6
2924,0,2,0,788,0.6886615024757059,10,0,3,0,0,3264,1489,46127,40771,13
2925,3,1,3,1159,0.1213151748922597,0,0,1,0,23,2087,3917,258947,10787,2
2926,2,1,0,675,0.4016070120271826,5,0,0,0,22,10636,8331,44429,4657,14
2927,1,0,1,165,0.8360030512262461,2,0,0,0,23,2307,6206,170464,74573,12
2928,1,4,1,695,0.5500574059872465,12,0,4,0,26,2132,2417,132591,37832,18
2929,2,0,3,117,0.4066964573252249,1,1,3,0,25,2599,6543,470677,30465,6
2930,0,1,0,856,0.6419650223225996,14,0,4,0,10,8326,1926,116775,39023,7
2931,0,1,3,325,0.8938651856636353,4,0,0,0,20,2505,1533,52623,41514,23
2932,3,3,1,396,0.0366204207053282,11,0,3,0,13,1555,2280,179548,66912,15
2933,2,3,1,438,0.983543124697452,11,0,1,0,25,7383,2174,85013,21474,6
2934,1,0,0,882,0.31110607300257,5,0,2,1,28,2449,1283,7253,6330,21
2935,0,0,3,246,0.0688500157817528,2,0,3,0,25,2611,4812,52487,76740,9
2936,1,1,0,430,0.9310713879938968,12,0,2,0,13,516,1440,5496,47329,3
2937,1,3,3,445,0.5952440884329715,5,0,1,0,29,1803,223,65107,35182,21
2938,1,1,0,288,0.3916941782520537,4,0,2,0,28,6923,1309,69985,20053,18
2939,3,2,1,440,0.9052387363222468,9,0,4,0,1,2782,1372,162490,85459,14
2940,2,4,1,583,0.4145589151333559,11,0,2,0,26,6934,3567,114600,61590,2
2941,2,0,1,211,0.1250725041751684,10,0,1,0,29,4857,1819,62246,61675,27
2942,0,3,0,799,0.3589957050328849,10,0,3,0,18,4327,3498,138204,44077,3
2943,2,1,0,726,0.193793083304988,8,0,1,0,19,1255,559,18103,15754,22
2944,1,0,0,243,0.2230242454491942,0,0,1,0,26,3130,678,125652,47538,14
2945,2,1,2,595,0.6119062872449444,12,0,4,0,28,5496,3706,99481,27655,8
2946,3,2,0,425,0.5764395716529026,8,0,2,0,29,9531,970,96003,22357,8
2947,1,0,1,465,0.515511325187158,2,0,4,0,14,10452,4416,104505,50113,10
2948,1,3,0,196,0.2895841265101419,2,0,2,0,29,1699,704,26638,45916,23
2949,1,0,3,573,0.0985992669510242,3,0,0,0,19,23933,658,366111,44654,4
2950,2,1,2,641,0.4548842602780242,3,0,4,0,15,2172,3012,138238,43240,26
2951,2,3,0,559,0.3528307519276867,3,0,4,0,23,514,2413,175830,17866,10
2952,1,2,2,566,0.5440065175693268,3,0,0,0,20,3809,318,54972,5271,9
2953,1,1,3,621,0.4425678151924552,5,0,1,0,30,15312,1286,342934,29774,19
2954,2,0,2,693,0.1716178110630322,1,0,1,0,23,2234,1739,213076,91869,16
2955,2,3,0,553,0.4999854250589177,6,0,0,1,25,117,627,37234,12149,26
2956,2,2,0,874,0.3936040987110906,5,0,4,0,7,7799,2742,65325,75719,16
2957,3,1,0,338,0.5110978893809547,3,0,4,0,5,614,665,117751,76937,16
2958,1,4,0,807,0.7214268045175067,14,0,4,0,21,4569,865,107547,77925,17
2959,0,4,1,453,0.0151835654766102,12,0,4,0,0,3580,2441,68731,63992,0
2960,1,0,3,385,0.2923755806393068,4,0,2,0,34,1448,478,44863,3717,7
2961,2,2,2,459,0.2836498459777869,1,0,3,0,29,1298,571,130636,12966,27
2962,0,0,2,186,0.1721950930756075,10,0,2,0,7,11392,1310,51813,26591,13
2963,2,2,2,299,0.3495260203910592,2,0,3,0,29,720,1019,63793,36361,18
2964,2,3,0,481,0.1694340121688032,5,0,4,0,22,2948,1928,24159,46945,7
2965,0,0,0,395,0.3399591425736937,2,0,2,0,32,13214,282,140164,11269,27
2966,0,3,0,292,0.7360172432102488,10,0,3,0,11,5347,2608,93047,38972,5
2967,0,1,1,481,0.8452136887023763,1,0,4,0,13,5441,2617,38453,34432,10
2968,3,1,0,587,0.2531184514646724,8,0,1,0,21,1531,2319,72580,67080,8
2969,0,0,1,432,0.923623648933085,7,0,4,0,5,1431,2432,41908,-1931,17
2970,1,1,0,264,0.2236815063250778,1,0,1,0,20,1707,133,62570,8427,27
2971,3,2,3,389,0.2595346663518286,3,0,3,1,6,2062,2618,118929,68285,23
2972,2,0,2,224,0.2123651946315491,4,0,4,0,19,3936,411,151970,35134,8
2973,3,2,0,564,0.6228138413758352,0,0,1,0,7,8323,892,125671,38220,20
2974,0,4,1,660,0.4128863339874864,12,0,4,0,11,4345,1229,138567,30543,13
2975,1,2,1,472,0.1945124785674814,0,0,1,0,5,9348,1667,66073,47967,18
2976,0,4,0,489,0.0990724945883897,3,0,2,0,26,1924,15732,163445,20863,12
2977,3,2,0,401,0.7547790365721665,1,0,4,0,28,6489,1680,62230,63760,14
2978,1,2,3,247,0.1988861949847605,6,0,0,0,21,10278,3529,75675,53531,13
2979,2,1,2,357,0.3374300530507316,3,0,1,1,29,1476,706,128966,55009,12
2980,1,2,3,1002,0.2460440218158481,2,0,2,0,26,1515,84,133116,4870,4
2981,1,3,1,534,0.0474442257356925,9,0,4,0,13,2577,2395,93964,55385,5
